,tconst,all_all_ratings,all_all_v_counts,all_males_ratings,all_males_v_counts,all_females_ratings,all_females_v_counts,under_18_all_ratings,under_18_all_v_counts,under_18_males_ratings,under_18_males_v_counts,under_18_females_ratings,under_18_females_v_counts,f18_29_all_ratings,f18_29_all_v_counts,f18_29_males_ratings,f18_29_males_v_counts,f18_29_females_ratings,f18_29_females_v_counts,f30_44_all_ratings,f30_44_all_v_counts,f30_44_males_ratings,f30_44_males_v_counts,f30_44_females_ratings,f30_44_females_v_counts,f45_all_ratings,f45_all_v_counts,f45_males_ratings,f45_males_v_counts,f45_females_ratings,f45_females_v_counts
0,tt0000008,5.4,2097.0,5.3,1458.0,5.6,161.0,6.0,1.0,0.0,0.0,6.0,1.0,5.5,271.0,5.5,235.0,5.5,31.0,5.2,951.0,5.2,846.0,5.5,92.0,5.5,361.0,5.5,321.0,6.0,34.0
1,tt15019036,7.2,1921.0,4.7,90.0,4.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,11.0,4.7,9.0,5.0,2.0,4.7,58.0,4.7,52.0,4.8,4.0,4.8,21.0,4.9,20.0,0.0,0.0
2,tt17134922,8.2,1038.0,1.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,7.0,1.0,7.0,0.0,0.0,1.7,6.0,1.7,5.0,0.0,0.0
3,tt22353382,7.2,2018.0,7.5,10.0,5.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.0,0.0,0.0,5.5,2.0,7.0,4.0,7.0,4.0,0.0,0.0,8.0,4.0,8.0,4.0,0.0,0.0
4,tt22488728,8.1,12532.0,7.8,2687.0,7.2,123.0,8.9,20.0,9.0,19.0,7.0,1.0,8.1,942.0,8.1,870.0,7.1,40.0,7.6,1267.0,7.6,1211.0,7.4,46.0,6.8,107.0,6.8,100.0,6.0,4.0
5,tt9660502,7.9,14127.0,7.8,6852.0,8.0,1578.0,8.2,24.0,8.3,15.0,7.9,9.0,7.9,1939.0,7.8,1437.0,8.0,388.0,7.8,4201.0,7.8,3336.0,7.9,786.0,7.9,1836.0,7.9,1550.0,8.1,247.0
6,tt10399608,6.2,7806.0,6.1,4044.0,6.4,904.0,7.1,5.0,6.0,2.0,5.7,3.0,6.2,608.0,6.2,434.0,6.2,154.0,6.2,2663.0,6.1,2144.0,6.4,457.0,6.2,1400.0,6.1,1144.0,6.4,220.0
7,tt14479746,6.1,7492.0,6.0,2554.0,6.0,130.0,9.0,4.0,9.0,4.0,0.0,0.0,6.3,529.0,6.3,474.0,6.4,26.0,6.0,1496.0,6.0,1408.0,5.9,57.0,6.0,328.0,5.9,296.0,6.0,25.0
8,tt19712142,7.9,2027.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,tt21281774,7.1,1158.0,7.1,710.0,6.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,74.0,7.0,63.0,6.4,9.0,7.1,433.0,7.2,393.0,6.5,35.0,7.0,217.0,6.9,193.0,7.2,18.0
10,tt23875342,6.8,2743.0,5.7,104.0,7.0,2.0,10.0,1.0,10.0,1.0,0.0,0.0,5.8,30.0,5.8,28.0,0.0,0.0,5.7,56.0,5.7,54.0,7.0,2.0,4.7,5.0,4.7,5.0,0.0,0.0
11,tt8323668,6.9,15428.0,6.8,8021.0,7.2,1742.0,7.5,10.0,7.9,8.0,5.5,2.0,6.7,927.0,6.7,763.0,6.8,122.0,6.8,4868.0,6.7,4062.0,7.0,688.0,7.0,3345.0,6.9,2546.0,7.5,723.0
12,tt9319826,7.4,5856.0,6.7,354.0,6.6,19.0,8.0,3.0,8.0,3.0,0.0,0.0,7.3,67.0,7.3,63.0,8.5,4.0,6.5,215.0,6.5,203.0,6.8,6.0,6.8,44.0,6.8,38.0,7.2,4.0
13,tt13022984,7.5,14188.0,6.9,1929.0,7.6,65.0,7.4,9.0,7.4,9.0,0.0,0.0,7.3,626.0,7.2,593.0,7.5,16.0,6.8,965.0,6.8,916.0,7.5,32.0,5.9,103.0,5.7,88.0,7.5,8.0
14,tt14787874,7.2,1151.0,3.3,51.0,2.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,9.0,3.5,8.0,0.0,0.0,3.7,26.0,3.4,25.0,6.0,1.0,1.8,12.0,4.0,9.0,1.0,3.0
15,tt14986224,8.1,3136.0,7.8,946.0,7.5,22.0,8.0,1.0,8.0,1.0,0.0,0.0,8.0,287.0,8.0,275.0,8.3,6.0,7.8,478.0,7.8,467.0,7.2,8.0,7.3,40.0,7.4,38.0,8.0,2.0
16,tt16118722,8.0,3971.0,8.0,2404.0,8.1,237.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,291.0,7.9,252.0,7.8,20.0,7.9,1691.0,8.0,1542.0,7.8,116.0,8.0,535.0,8.0,442.0,8.4,79.0
17,tt21064272,6.3,1161.0,5.8,353.0,6.8,193.0,10.0,2.0,10.0,1.0,10.0,1.0,7.1,128.0,6.9,77.0,7.5,42.0,6.1,296.0,5.8,187.0,6.4,102.0,5.2,81.0,4.5,52.0,7.0,27.0
18,tt21296906,8.6,3202.0,2.9,25.0,5.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,10.0,3.6,8.0,5.5,2.0,2.1,13.0,2.1,12.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0
19,tt12844586,6.3,2220.0,4.3,154.0,7.4,196.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,100.0,6.0,4.0,8.1,96.0,4.6,155.0,3.7,63.0,7.2,89.0,4.8,84.0,4.7,75.0,6.1,9.0
20,tt14875116,7.0,6487.0,6.8,1884.0,6.8,86.0,6.7,8.0,6.7,8.0,0.0,0.0,6.9,611.0,6.9,562.0,7.0,25.0,6.8,960.0,6.8,911.0,6.8,39.0,7.0,81.0,7.0,78.0,9.0,1.0
21,tt15807910,6.6,8746.0,6.5,4297.0,6.7,1090.0,6.5,4.0,7.0,1.0,6.0,1.0,6.6,490.0,6.5,343.0,6.7,116.0,6.5,2824.0,6.5,2179.0,6.6,549.0,6.7,1736.0,6.6,1378.0,7.0,313.0
22,tt23625298,6.6,2157.0,2.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,tt11318302,6.8,2263.0,4.1,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,4.6,11.0,3.8,10.0,7.0,1.0,7.0,3.0,7.0,3.0,0.0,0.0
24,tt11883966,6.9,1029.0,6.4,77.0,6.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,20.0,5.5,14.0,5.3,5.0,6.7,45.0,6.5,36.0,7.9,8.0,5.9,23.0,6.7,16.0,2.5,5.0
25,tt15327088,8.3,92165.0,7.9,16977.0,7.5,703.0,8.4,42.0,8.6,38.0,6.5,4.0,8.1,4625.0,8.1,4314.0,7.5,153.0,7.9,8520.0,7.9,8101.0,7.6,283.0,6.5,817.0,6.5,751.0,6.1,48.0
26,tt15373868,6.4,9982.0,3.9,331.0,1.7,8.0,7.0,5.0,7.0,5.0,0.0,0.0,4.0,95.0,4.0,91.0,0.0,0.0,4.0,111.0,4.0,106.0,0.0,0.0,3.8,15.0,4.0,14.0,0.0,0.0
27,tt22302170,6.9,1454.0,6.8,592.0,6.9,235.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,80.0,6.4,45.0,6.9,30.0,6.6,365.0,6.6,253.0,6.7,106.0,7.0,328.0,7.0,245.0,7.1,75.0
28,tt14321668,7.4,2073.0,7.4,1210.0,7.5,116.0,6.0,1.0,6.0,1.0,0.0,0.0,7.3,123.0,7.3,108.0,7.5,11.0,7.4,643.0,7.4,568.0,7.4,63.0,7.4,478.0,7.4,431.0,7.7,34.0
29,tt21816824,7.3,2700.0,7.2,1323.0,7.4,384.0,6.3,3.0,8.5,2.0,2.0,1.0,7.3,284.0,7.3,231.0,7.5,40.0,7.2,795.0,7.2,644.0,7.1,139.0,7.2,538.0,7.1,366.0,7.6,157.0
30,tt22037066,7.5,4529.0,7.2,752.0,8.0,33.0,8.8,5.0,8.8,5.0,0.0,0.0,7.2,174.0,7.2,163.0,7.4,8.0,7.2,392.0,7.2,380.0,8.9,11.0,7.2,47.0,7.4,45.0,6.0,1.0
31,tt5151570,7.1,15768.0,6.9,6337.0,7.3,3340.0,7.9,10.0,7.9,6.0,7.3,3.0,6.8,1132.0,6.7,678.0,7.2,399.0,6.9,4138.0,6.8,2648.0,7.2,1404.0,7.2,3790.0,7.1,2545.0,7.5,1173.0
32,tt1016150,7.8,165363.0,7.7,80158.0,7.7,9016.0,8.1,234.0,8.1,176.0,7.9,48.0,7.8,17772.0,7.9,14903.0,7.8,1910.0,7.7,46497.0,7.7,40939.0,7.6,4475.0,7.7,18162.0,7.7,16051.0,7.8,1639.0
33,tt14209560,6.3,9591.0,6.0,1782.0,5.6,42.0,7.4,23.0,7.4,23.0,0.0,0.0,6.2,720.0,6.2,682.0,6.0,14.0,5.9,724.0,5.9,695.0,5.3,15.0,5.6,56.0,5.6,51.0,6.7,4.0
34,tt18072950,8.8,2027.0,2.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.8,10.0,2.8,10.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0
35,tt21386494,7.6,1093.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,6.0,3.1,6.0,0.0,0.0,8.6,10.0,8.6,10.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0
36,tt22247450,6.9,1239.0,6.5,361.0,6.9,365.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,6.5,16.0,7.3,23.0,6.3,264.0,5.8,111.0,6.6,149.0,7.0,367.0,7.0,207.0,7.1,152.0
37,tt23950956,7.3,5732.0,7.3,2790.0,7.3,276.0,8.7,4.0,9.0,3.0,8.0,1.0,7.4,806.0,7.4,698.0,7.3,71.0,7.2,1664.0,7.2,1514.0,7.3,122.0,6.8,375.0,6.8,318.0,7.0,45.0
38,tt4614584,6.7,40695.0,6.4,7952.0,6.8,9122.0,6.4,57.0,6.7,18.0,5.9,32.0,6.7,4623.0,6.5,1673.0,6.8,2517.0,6.5,8216.0,6.3,3602.0,6.8,4283.0,6.6,2933.0,6.4,1694.0,7.0,1133.0
39,tt12747570,7.3,2109.0,6.9,510.0,6.8,21.0,7.0,2.0,7.0,2.0,0.0,0.0,6.9,161.0,6.9,148.0,5.3,7.0,6.9,259.0,6.9,250.0,8.1,7.0,6.4,18.0,6.4,18.0,0.0,0.0
40,tt14637756,6.8,2328.0,6.8,1343.0,6.5,50.0,3.5,2.0,6.0,1.0,1.0,1.0,6.9,268.0,7.0,243.0,7.1,8.0,6.8,834.0,6.8,791.0,6.5,26.0,6.6,224.0,6.6,211.0,6.7,9.0
41,tt15464742,8.2,1204.0,7.9,65.0,8.5,4.0,7.0,1.0,0.0,0.0,7.0,1.0,7.2,20.0,7.2,18.0,10.0,1.0,7.8,27.0,7.8,23.0,8.5,2.0,9.0,4.0,9.0,4.0,0.0,0.0
42,tt15710136,6.6,10649.0,6.2,1920.0,6.5,170.0,6.9,9.0,6.9,9.0,0.0,0.0,6.5,536.0,6.5,500.0,6.0,26.0,6.1,1169.0,6.1,1046.0,6.9,109.0,5.2,104.0,5.2,91.0,5.4,9.0
43,tt3915174,7.9,96522.0,7.7,33524.0,7.7,5638.0,8.6,437.0,8.5,247.0,8.8,167.0,8.1,12158.0,8.0,9784.0,8.0,1718.0,7.6,18059.0,7.6,15295.0,7.6,2347.0,7.3,4948.0,7.2,4160.0,7.4,655.0
44,tt8097030,7.0,129606.0,6.9,51241.0,7.3,17331.0,7.2,313.0,6.9,177.0,7.7,113.0,7.1,15630.0,7.0,10206.0,7.5,4381.0,6.9,38530.0,6.8,28482.0,7.3,8976.0,6.8,9416.0,6.7,7406.0,7.2,1758.0
45,tt11468258,6.9,4443.0,6.7,1355.0,7.1,60.0,8.0,7.0,8.0,7.0,0.0,0.0,7.1,409.0,7.1,382.0,7.8,11.0,6.6,717.0,6.5,682.0,7.1,28.0,5.7,61.0,5.7,54.0,4.6,6.0
46,tt12048234,6.5,1258.0,6.4,615.0,7.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,39.0,6.0,29.0,7.2,7.0,6.3,286.0,6.1,205.0,6.7,68.0,6.7,406.0,6.6,321.0,7.5,70.0
47,tt12691830,6.8,1411.0,6.7,750.0,6.8,191.0,7.0,1.0,7.0,1.0,0.0,0.0,6.8,111.0,6.8,87.0,6.4,21.0,6.8,413.0,6.8,335.0,6.7,69.0,6.6,378.0,6.6,284.0,7.0,86.0
48,tt13466166,7.5,3486.0,7.3,1201.0,6.4,26.0,10.0,1.0,10.0,1.0,0.0,0.0,7.4,327.0,7.4,304.0,5.6,7.0,7.3,657.0,7.3,641.0,6.7,11.0,7.0,68.0,7.0,65.0,7.0,1.0
49,tt14444726,7.5,55709.0,7.5,26987.0,7.4,6387.0,7.7,87.0,7.7,60.0,7.5,25.0,7.8,6904.0,7.8,5371.0,7.6,1221.0,7.5,17169.0,7.5,13657.0,7.4,3140.0,7.3,7418.0,7.3,5839.0,7.2,1418.0
50,tt14458442,6.2,4919.0,6.2,2464.0,6.3,545.0,6.3,5.0,7.0,4.0,6.0,1.0,5.9,554.0,5.9,445.0,6.3,79.0,6.2,1458.0,6.1,1179.0,6.5,247.0,6.3,822.0,6.3,650.0,6.2,156.0
51,tt15281704,6.4,7787.0,4.8,444.0,7.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,102.0,5.6,95.0,7.5,2.0,4.6,235.0,4.5,223.0,7.1,10.0,5.6,44.0,5.4,37.0,7.9,5.0
52,tt15600222,7.1,26965.0,6.9,5378.0,6.7,394.0,6.5,39.0,6.5,30.0,6.3,9.0,7.2,1548.0,7.2,1395.0,6.8,109.0,6.8,3034.0,6.8,2826.0,6.6,150.0,6.2,387.0,6.2,333.0,6.5,45.0
53,tt21332486,7.0,1236.0,7.0,542.0,7.1,282.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,74.0,7.1,41.0,7.2,28.0,6.9,435.0,6.8,258.0,7.1,166.0,7.1,280.0,7.0,211.0,7.3,64.0
54,tt10168670,6.9,36445.0,6.8,15685.0,6.8,4053.0,7.2,110.0,7.3,72.0,7.0,36.0,7.1,5274.0,7.1,3757.0,7.0,1227.0,6.8,9917.0,6.8,7817.0,6.7,1860.0,6.5,3317.0,6.5,2696.0,6.5,547.0
55,tt10365998,6.1,18989.0,6.1,9846.0,5.7,1544.0,5.7,15.0,7.2,6.0,4.5,9.0,6.4,2063.0,6.5,1657.0,6.1,324.0,6.1,6255.0,6.1,5363.0,5.7,768.0,5.7,2388.0,5.7,2056.0,5.5,280.0
56,tt10731256,6.2,106487.0,6.1,35618.0,6.6,16339.0,6.5,127.0,6.0,57.0,6.9,61.0,6.2,12579.0,6.0,7112.0,6.7,4531.0,6.2,26015.0,6.0,17757.0,6.6,7505.0,6.2,9811.0,6.1,7230.0,6.4,2342.0
57,tt15654262,7.7,22184.0,7.2,4312.0,6.9,199.0,8.1,17.0,8.1,17.0,0.0,0.0,7.6,1421.0,7.6,1319.0,6.8,52.0,7.1,2145.0,7.1,2025.0,6.9,89.0,6.2,260.0,6.2,235.0,5.4,14.0
58,tt19730338,8.8,1080.0,1.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0
59,tt21109538,6.6,1360.0,6.6,726.0,6.7,61.0,8.5,2.0,8.5,2.0,0.0,0.0,6.5,95.0,6.6,80.0,5.3,6.0,6.6,370.0,6.6,337.0,6.5,29.0,6.6,262.0,6.6,238.0,6.9,19.0
60,tt21626274,6.8,2271.0,5.9,98.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,22.0,6.4,20.0,1.0,1.0,5.5,51.0,5.6,47.0,4.0,4.0,5.2,11.0,5.5,10.0,3.0,1.0
61,tt23490586,7.1,2160.0,6.4,59.0,7.0,1.0,7.0,1.0,0.0,0.0,7.0,1.0,6.9,18.0,6.9,18.0,0.0,0.0,6.1,20.0,6.1,20.0,0.0,0.0,5.3,6.0,5.2,5.0,0.0,0.0
62,tt10701074,7.7,31359.0,7.4,5975.0,7.3,315.0,7.1,34.0,7.2,31.0,6.0,3.0,7.7,1855.0,7.7,1718.0,7.4,74.0,7.3,3001.0,7.3,2831.0,7.3,133.0,6.5,345.0,6.5,310.0,6.7,26.0
63,tt13848958,6.2,1388.0,5.4,42.0,8.0,3.0,7.0,1.0,0.0,0.0,7.0,1.0,6.0,8.0,6.0,7.0,0.0,0.0,5.5,22.0,5.3,20.0,8.5,2.0,5.0,3.0,5.0,3.0,0.0,0.0
64,tt13885320,7.4,8976.0,6.5,658.0,6.2,26.0,8.7,3.0,8.7,3.0,0.0,0.0,6.7,160.0,6.7,150.0,8.0,3.0,6.5,386.0,6.5,363.0,5.9,14.0,6.6,47.0,6.5,43.0,6.3,3.0
65,tt14402146,6.6,12402.0,6.5,6335.0,7.0,1403.0,6.7,15.0,6.9,11.0,5.5,4.0,6.1,1300.0,6.1,1065.0,6.4,177.0,6.5,3378.0,6.4,2747.0,6.8,562.0,7.0,2658.0,6.9,2069.0,7.3,539.0
66,tt15341150,6.9,1002.0,1.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,0.0,0.0,10.0,2.0,10.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
67,tt15466426,6.8,1324.0,6.7,759.0,7.3,127.0,8.0,1.0,8.0,1.0,0.0,0.0,7.2,119.0,7.2,89.0,7.7,26.0,6.8,489.0,6.8,412.0,7.1,70.0,6.6,227.0,6.6,199.0,7.3,20.0
68,tt20771990,7.9,2026.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,5.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0
69,tt22184976,6.5,1547.0,6.4,793.0,6.8,212.0,7.0,5.0,8.2,4.0,4.0,1.0,6.5,168.0,6.5,111.0,6.5,45.0,6.5,518.0,6.4,400.0,6.6,103.0,6.6,256.0,6.4,209.0,7.2,44.0
70,tt15340998,6.8,1286.0,6.0,198.0,5.8,5.0,7.7,3.0,7.7,3.0,0.0,0.0,6.5,59.0,6.4,56.0,0.0,0.0,6.1,84.0,6.1,81.0,8.0,2.0,4.2,12.0,4.2,11.0,3.0,1.0
71,tt15419420,6.6,6458.0,6.5,3047.0,6.8,759.0,6.7,3.0,6.0,2.0,8.0,1.0,6.6,869.0,6.4,631.0,7.1,208.0,6.6,2309.0,6.6,1855.0,6.8,424.0,6.1,382.0,6.1,318.0,5.9,57.0
72,tt15545626,7.3,1072.0,4.4,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,0.0,5.5,3.0,5.5,3.0,0.0,0.0,9.0,2.0,8.0,1.0,10.0,1.0
73,tt15964308,6.6,2727.0,6.5,1085.0,6.2,50.0,9.0,1.0,9.0,1.0,0.0,0.0,6.9,235.0,6.9,223.0,7.0,5.0,6.4,672.0,6.4,643.0,5.8,22.0,5.9,74.0,5.9,67.0,6.5,7.0
74,tt16078152,6.4,2186.0,3.3,55.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,12.0,6.2,8.0,0.0,0.0,3.6,34.0,3.3,32.0,7.0,2.0,3.8,7.0,3.8,7.0,0.0,0.0
75,tt10984580,7.3,1178.0,7.2,689.0,7.9,125.0,8.5,2.0,8.0,1.0,9.0,1.0,7.5,98.0,7.4,74.0,7.8,22.0,7.3,416.0,7.2,351.0,8.0,57.0,7.3,275.0,7.2,230.0,7.9,39.0
76,tt11976532,6.8,24574.0,6.8,12686.0,7.0,2355.0,5.2,12.0,7.2,6.0,4.7,6.0,6.9,1844.0,6.9,1451.0,6.9,310.0,6.8,7931.0,6.7,6698.0,6.9,1045.0,6.7,4424.0,6.7,3546.0,7.2,756.0
77,tt8296030,6.3,8094.0,6.3,4455.0,6.7,885.0,6.5,5.0,8.5,2.0,6.0,2.0,6.6,737.0,6.6,593.0,7.1,119.0,6.4,2967.0,6.3,2438.0,6.8,468.0,6.1,1328.0,6.1,1095.0,6.3,207.0
78,tt13539646,7.9,7674.0,7.7,1331.0,7.8,180.0,7.5,12.0,7.5,10.0,10.0,2.0,7.5,339.0,7.5,267.0,7.3,52.0,7.8,852.0,7.8,734.0,8.2,87.0,7.0,159.0,7.0,137.0,6.4,14.0
79,tt14230846,6.1,1078.0,6.0,322.0,4.3,24.0,10.0,2.0,10.0,2.0,0.0,0.0,6.0,89.0,6.1,74.0,3.3,8.0,6.0,193.0,6.0,179.0,3.4,9.0,5.8,27.0,5.6,24.0,5.0,2.0
80,tt18361702,7.3,1043.0,6.7,275.0,7.4,297.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,23.0,5.6,8.0,7.0,14.0,6.2,172.0,5.3,75.0,7.0,92.0,7.5,341.0,7.3,175.0,7.7,155.0
81,tt3706352,6.1,24913.0,6.1,13253.0,6.2,2487.0,4.4,7.0,6.7,3.0,4.8,4.0,6.0,959.0,6.0,776.0,5.7,125.0,6.0,6987.0,6.0,5854.0,6.1,957.0,6.2,6755.0,6.2,5458.0,6.4,1123.0
82,tt22311492,7.3,1313.0,7.0,518.0,7.8,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,92.0,7.2,82.0,6.9,7.0,7.1,338.0,7.0,312.0,7.6,18.0,6.1,50.0,6.1,49.0,9.0,1.0
83,tt21374850,7.6,2645.0,7.6,1509.0,7.7,324.0,7.3,3.0,8.0,1.0,7.0,2.0,7.8,393.0,7.8,313.0,7.6,64.0,7.7,970.0,7.6,785.0,7.8,166.0,7.6,420.0,7.6,340.0,7.6,70.0
84,tt15215512,6.1,14086.0,5.9,3468.0,6.2,4341.0,5.0,4.0,6.0,1.0,4.7,3.0,6.0,1521.0,5.9,474.0,6.1,929.0,6.0,3987.0,5.8,1615.0,6.2,2235.0,6.2,1777.0,6.0,1049.0,6.5,670.0
85,tt18555320,7.3,5052.0,7.3,2936.0,7.3,285.0,4.5,2.0,8.0,1.0,1.0,1.0,7.4,561.0,7.4,481.0,7.4,48.0,7.2,1845.0,7.2,1640.0,7.3,155.0,7.3,598.0,7.3,540.0,7.8,43.0
