,tconst,all_all_ratings,all_all_v_counts,all_males_ratings,all_males_v_counts,all_females_ratings,all_females_v_counts,under_18_all_ratings,under_18_all_v_counts,under_18_males_ratings,under_18_males_v_counts,under_18_females_ratings,under_18_females_v_counts,f18_29_all_ratings,f18_29_all_v_counts,f18_29_males_ratings,f18_29_males_v_counts,f18_29_females_ratings,f18_29_females_v_counts,f30_44_all_ratings,f30_44_all_v_counts,f30_44_males_ratings,f30_44_males_v_counts,f30_44_females_ratings,f30_44_females_v_counts,f45_all_ratings,f45_all_v_counts,f45_males_ratings,f45_males_v_counts,f45_females_ratings,f45_females_v_counts
86,tt19637852,6.5,5173.0,6.2,1433.0,6.8,1643.0,4.2,6.0,6.2,4.0,3.5,2.0,6.7,403.0,6.1,142.0,7.0,227.0,6.5,1910.0,6.3,843.0,6.7,1008.0,6.3,563.0,6.0,307.0,6.7,245.0
87,tt21836620,7.2,1838.0,7.2,1076.0,7.2,136.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,116.0,7.4,97.0,8.0,14.0,7.1,722.0,7.1,624.0,7.0,78.0,7.3,295.0,7.3,255.0,7.3,29.0
88,tt8980468,6.5,1563.0,5.9,65.0,6.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,21.0,6.5,15.0,6.0,5.0,6.1,27.0,6.0,24.0,10.0,2.0,4.9,19.0,5.0,16.0,7.0,3.0
89,tt10811166,8.7,563420.0,8.1,68270.0,8.6,5482.0,8.2,283.0,8.4,262.0,5.5,19.0,8.3,25361.0,8.2,23100.0,8.8,1623.0,8.0,31685.0,8.0,28620.0,8.4,2457.0,7.4,5217.0,7.4,4414.0,8.1,695.0
90,tt15128358,7.0,1959.0,6.9,977.0,7.2,127.0,8.0,1.0,8.0,1.0,0.0,0.0,7.2,139.0,7.1,114.0,6.8,16.0,7.0,504.0,6.9,426.0,7.3,55.0,6.9,386.0,6.8,334.0,7.3,31.0
91,tt15479902,6.3,5406.0,6.4,3055.0,6.2,559.0,5.3,3.0,7.5,2.0,1.0,1.0,6.3,529.0,6.3,415.0,6.3,91.0,6.3,2132.0,6.4,1773.0,6.1,303.0,6.4,723.0,6.4,602.0,6.3,106.0
92,tt15560626,7.5,3436.0,7.4,1224.0,7.0,63.0,8.0,3.0,8.0,3.0,0.0,0.0,7.5,383.0,7.5,357.0,7.6,16.0,7.3,679.0,7.3,643.0,6.3,30.0,6.7,52.0,6.5,49.0,8.5,2.0
93,tt16266336,8.0,1627.0,7.9,466.0,7.9,118.0,9.0,3.0,9.0,3.0,0.0,0.0,8.0,194.0,8.1,138.0,7.9,48.0,7.8,246.0,7.8,202.0,7.9,40.0,7.2,48.0,7.2,42.0,7.2,5.0
94,tt21378182,6.1,2072.0,3.7,65.0,6.9,5.0,5.5,2.0,5.5,2.0,0.0,0.0,4.4,23.0,4.2,21.0,5.0,1.0,4.4,27.0,4.0,25.0,4.5,2.0,1.0,4.0,1.0,4.0,0.0,0.0
95,tt14986012,6.9,4156.0,6.7,1406.0,6.8,56.0,7.1,12.0,7.1,12.0,0.0,0.0,6.9,392.0,6.8,369.0,6.7,12.0,6.7,768.0,6.7,735.0,6.7,24.0,6.2,76.0,6.2,68.0,6.3,6.0
96,tt15399616,8.4,2174.0,6.0,32.0,7.7,3.0,8.5,2.0,0.0,0.0,8.5,2.0,4.8,8.0,4.7,7.0,6.0,1.0,6.9,18.0,6.9,17.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0
97,tt15516018,9.0,1513.0,8.2,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.0,7.8,6.0,1.0,1.0,8.7,10.0,8.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,tt17632818,7.3,2556.0,7.2,780.0,6.7,24.0,8.5,3.0,8.5,3.0,0.0,0.0,7.3,195.0,7.3,185.0,5.0,6.0,7.2,443.0,7.2,430.0,7.2,9.0,6.6,55.0,6.6,52.0,7.5,2.0
99,tt14774434,6.9,1223.0,6.7,480.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,134.0,6.8,123.0,7.5,9.0,6.6,271.0,6.6,261.0,5.3,6.0,6.5,39.0,6.6,35.0,7.7,3.0
100,tt16227014,7.6,9901.0,7.5,5431.0,7.6,1056.0,7.7,3.0,7.5,2.0,8.0,1.0,7.7,1302.0,7.7,1033.0,7.9,199.0,7.5,3679.0,7.5,3039.0,7.5,578.0,7.4,1253.0,7.4,1029.0,7.5,195.0
101,tt16377816,7.5,1314.0,7.4,712.0,7.7,115.0,8.0,1.0,8.0,1.0,0.0,0.0,7.8,161.0,7.8,128.0,8.5,26.0,7.5,418.0,7.5,344.0,7.6,63.0,6.8,203.0,6.8,185.0,7.3,14.0
102,tt20223526,6.7,2007.0,3.7,15.0,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,4.0,3.0,10.0,2.0,3.7,9.0,3.1,8.0,5.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0
103,tt20319598,6.6,1033.0,6.2,33.0,5.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,8.0,7.9,8.0,0.0,0.0,5.5,15.0,5.5,15.0,0.0,0.0,4.5,3.0,8.0,2.0,1.0,1.0
104,tt20855732,8.4,2063.0,3.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.9,8.0,2.9,8.0,0.0,0.0,4.8,8.0,4.8,8.0,0.0,0.0
105,tt22000754,7.7,2055.0,5.7,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.5,11.0,5.5,10.0,0.0,0.0,8.0,4.0,8.0,4.0,0.0,0.0
106,tt14114802,7.1,49422.0,7.1,27188.0,7.3,3551.0,7.6,27.0,7.5,17.0,8.0,7.0,7.2,4316.0,7.2,3601.0,7.1,535.0,7.0,15963.0,7.0,14063.0,7.2,1567.0,7.2,8485.0,7.1,7224.0,7.5,1050.0
107,tt15242330,8.5,1786.0,8.5,709.0,8.6,162.0,7.9,7.0,8.0,5.0,4.0,2.0,8.4,138.0,8.3,96.0,8.6,30.0,8.5,551.0,8.5,416.0,8.6,98.0,8.5,119.0,8.5,99.0,8.7,9.0
108,tt17514144,8.5,1215.0,5.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,6.3,8.0,6.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,tt18246876,7.2,1228.0,1.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,0.0,0.0,5.0,6.0,5.0,6.0,0.0,0.0,1.9,7.0,1.9,7.0,0.0,0.0
110,tt9051908,7.3,10799.0,7.3,5909.0,7.3,1153.0,6.7,19.0,6.7,14.0,6.9,5.0,7.3,1164.0,7.3,927.0,7.2,190.0,7.2,3163.0,7.2,2628.0,7.2,476.0,7.5,2358.0,7.5,1935.0,7.5,378.0
111,tt15109082,7.7,8812.0,7.6,4646.0,7.8,1022.0,7.8,18.0,7.5,12.0,8.3,6.0,7.6,998.0,7.6,785.0,7.7,177.0,7.6,2853.0,7.5,2304.0,7.7,504.0,7.7,1515.0,7.7,1230.0,7.8,260.0
112,tt21848358,7.2,5943.0,6.9,1717.0,7.4,119.0,4.5,3.0,1.0,2.0,0.0,0.0,7.3,398.0,7.2,357.0,7.5,22.0,6.9,1016.0,6.9,918.0,7.5,62.0,6.3,153.0,6.3,137.0,6.3,13.0
113,tt22489564,7.4,2034.0,7.3,257.0,6.1,12.0,8.5,2.0,8.5,2.0,0.0,0.0,7.4,67.0,7.7,64.0,5.5,2.0,7.4,124.0,7.4,119.0,10.0,5.0,5.6,19.0,5.6,16.0,9.5,2.0
114,tt14298328,6.3,20268.0,6.0,4157.0,6.5,6100.0,5.1,21.0,5.0,2.0,4.6,15.0,6.5,2573.0,6.2,662.0,6.6,1679.0,6.2,5413.0,6.0,2113.0,6.4,3112.0,6.1,1601.0,6.0,960.0,6.4,592.0
115,tt14859416,8.1,3876.0,8.0,1507.0,8.3,570.0,9.0,2.0,0.0,0.0,9.0,2.0,8.1,602.0,8.0,410.0,8.4,164.0,8.1,1075.0,8.0,756.0,8.3,280.0,7.9,250.0,7.9,187.0,8.3,55.0
116,tt7657566,6.3,156960.0,6.2,72255.0,6.4,17906.0,6.6,161.0,6.6,113.0,6.3,34.0,6.2,16024.0,6.2,11589.0,6.3,3442.0,6.2,47008.0,6.2,37040.0,6.3,8749.0,6.3,20597.0,6.3,16383.0,6.5,3649.0
117,tt13314558,6.1,80447.0,6.0,41173.0,6.1,5957.0,6.5,45.0,6.8,32.0,4.4,7.0,6.1,6073.0,6.1,4959.0,6.1,781.0,6.0,26629.0,6.0,22799.0,6.1,3144.0,6.1,10634.0,6.0,9024.0,6.3,1332.0
118,tt1649418,6.5,209864.0,6.4,97865.0,6.6,15828.0,6.6,180.0,6.6,139.0,6.0,30.0,6.4,18322.0,6.4,14713.0,6.5,2528.0,6.4,60345.0,6.4,50949.0,6.5,7821.0,6.5,25637.0,6.5,21408.0,6.7,3494.0
119,tt16901072,8.7,1994.0,1.0,8.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0
120,tt19713090,6.6,2459.0,6.5,1386.0,6.8,113.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,198.0,6.5,169.0,6.3,22.0,6.6,760.0,6.6,695.0,7.0,47.0,6.5,419.0,6.5,382.0,6.8,26.0
121,tt22497768,6.8,2468.0,6.6,777.0,6.9,109.0,8.0,8.0,8.0,8.0,0.0,0.0,6.9,293.0,6.8,224.0,7.5,50.0,6.8,415.0,6.8,365.0,6.4,35.0,5.8,96.0,5.7,86.0,6.0,9.0
122,tt2353868,6.8,5576.0,6.7,2476.0,7.1,717.0,5.8,18.0,8.3,3.0,5.2,14.0,6.8,348.0,6.7,214.0,7.2,110.0,6.6,1592.0,6.6,1184.0,7.0,353.0,6.9,990.0,6.8,830.0,7.2,144.0
123,tt13145534,6.4,2545.0,6.4,1512.0,6.4,187.0,5.0,2.0,0.0,0.0,5.0,2.0,6.7,236.0,6.7,188.0,6.3,30.0,6.5,902.0,6.5,775.0,6.3,101.0,6.3,510.0,6.3,454.0,6.5,43.0
124,tt14428598,7.2,5866.0,6.9,1881.0,7.5,252.0,7.8,8.0,7.8,8.0,0.0,0.0,7.4,654.0,7.3,577.0,7.6,64.0,6.9,1003.0,6.8,880.0,7.5,107.0,5.8,139.0,5.6,119.0,6.9,19.0
125,tt10928202,8.0,3545.0,7.8,844.0,6.4,34.0,9.6,13.0,9.6,13.0,0.0,0.0,7.9,436.0,7.9,405.0,6.9,18.0,7.8,307.0,7.8,294.0,6.5,9.0,5.9,35.0,6.0,32.0,6.0,2.0
126,tt11075264,7.0,4970.0,6.8,1374.0,5.8,41.0,5.3,7.0,5.3,7.0,0.0,0.0,6.9,465.0,6.9,438.0,5.6,17.0,6.8,672.0,6.8,652.0,6.0,13.0,6.5,53.0,6.5,50.0,2.0,2.0
127,tt13229894,7.0,14846.0,7.0,6860.0,7.0,1784.0,7.3,5.0,8.8,4.0,7.0,1.0,7.2,1213.0,7.2,776.0,7.3,353.0,7.0,4531.0,7.0,3495.0,6.9,903.0,6.9,2287.0,6.9,1890.0,7.1,329.0
128,tt13793230,6.9,10863.0,6.6,3400.0,6.2,150.0,6.5,5.0,6.5,5.0,0.0,0.0,6.8,973.0,6.9,910.0,6.3,33.0,6.5,1869.0,6.5,1761.0,6.3,74.0,6.3,184.0,6.3,168.0,4.9,11.0
129,tt15426740,7.1,1523.0,6.7,380.0,7.1,29.0,7.4,5.0,7.4,5.0,0.0,0.0,7.6,200.0,7.6,170.0,7.2,12.0,6.1,137.0,6.0,123.0,7.2,10.0,5.6,30.0,5.5,26.0,8.0,3.0
130,tt15474916,6.6,110442.0,6.5,46242.0,6.5,10294.0,6.7,144.0,6.9,92.0,6.1,44.0,6.6,11892.0,6.6,8782.0,6.5,2398.0,6.5,30236.0,6.5,24486.0,6.4,5004.0,6.5,10122.0,6.5,8259.0,6.5,1629.0
131,tt15613538,6.3,1436.0,6.2,603.0,6.4,152.0,5.7,3.0,5.7,3.0,0.0,0.0,6.4,264.0,6.3,184.0,6.8,66.0,6.2,396.0,6.2,323.0,6.3,59.0,5.8,44.0,5.7,36.0,6.5,8.0
132,tt15721650,7.3,1109.0,7.0,254.0,6.8,23.0,9.0,2.0,9.0,2.0,0.0,0.0,7.1,129.0,7.1,117.0,5.4,7.0,7.0,90.0,6.9,78.0,7.3,9.0,6.9,31.0,6.8,26.0,7.0,4.0
133,tt16027944,6.6,1794.0,6.3,511.0,6.9,313.0,10.0,1.0,10.0,1.0,0.0,0.0,6.6,175.0,6.5,76.0,6.7,82.0,6.4,392.0,6.0,221.0,6.9,157.0,6.6,198.0,6.5,155.0,7.0,38.0
134,tt21983758,7.0,13842.0,6.2,577.0,6.1,99.0,5.0,2.0,5.0,2.0,0.0,0.0,6.3,101.0,6.4,85.0,6.7,10.0,6.2,464.0,6.2,384.0,5.8,77.0,5.8,45.0,5.9,37.0,5.0,5.0
135,tt22010586,6.4,2249.0,6.3,958.0,6.5,461.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,183.0,6.3,84.0,6.4,88.0,6.3,754.0,6.2,493.0,6.5,238.0,6.6,393.0,6.6,291.0,6.7,95.0
136,tt7466810,8.8,33749.0,8.4,5856.0,8.3,303.0,7.7,48.0,9.0,43.0,4.5,5.0,8.7,2248.0,8.7,2067.0,8.7,96.0,8.2,2501.0,8.2,2361.0,8.1,100.0,7.1,236.0,7.0,217.0,8.4,14.0
137,tt7978758,7.2,9936.0,7.2,6254.0,7.3,509.0,8.1,19.0,8.4,14.0,8.2,4.0,7.3,1328.0,7.3,1202.0,7.0,87.0,7.2,3718.0,7.2,3391.0,7.3,261.0,7.2,1368.0,7.2,1225.0,7.3,112.0
138,tt9288748,6.5,2430.0,6.5,1275.0,6.6,259.0,7.2,8.0,8.0,4.0,6.7,3.0,6.6,283.0,6.6,234.0,6.8,41.0,6.5,883.0,6.5,721.0,6.6,147.0,6.4,267.0,6.4,225.0,6.5,36.0
139,tt13316790,6.1,2028.0,6.1,1069.0,6.4,292.0,8.0,2.0,0.0,0.0,7.0,1.0,6.2,165.0,6.2,100.0,6.3,48.0,6.0,691.0,6.0,513.0,6.3,156.0,6.2,471.0,6.2,392.0,6.7,64.0
140,tt21238288,6.8,2767.0,6.7,543.0,6.5,17.0,7.0,2.0,7.0,2.0,0.0,0.0,6.6,134.0,6.6,125.0,5.3,6.0,6.7,318.0,6.7,308.0,6.4,6.0,6.3,32.0,6.3,31.0,0.0,0.0
141,tt9263550,8.8,52265.0,8.4,10927.0,8.4,501.0,7.5,31.0,8.9,27.0,4.0,3.0,8.6,3152.0,8.6,2920.0,8.4,108.0,8.3,5496.0,8.3,5195.0,8.5,213.0,7.4,602.0,7.4,537.0,7.5,48.0
142,tt11791964,6.9,1652.0,6.1,150.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,49.0,6.4,45.0,0.0,0.0,6.1,76.0,6.0,70.0,7.6,5.0,3.0,5.0,3.0,5.0,0.0,0.0
143,tt12004038,6.3,28881.0,6.3,14593.0,6.5,3199.0,7.6,12.0,8.1,8.0,6.5,4.0,6.6,2904.0,6.6,2198.0,6.6,572.0,6.3,10169.0,6.3,8201.0,6.4,1743.0,6.2,3704.0,6.1,3038.0,6.4,568.0
144,tt12530246,6.1,21442.0,6.0,10252.0,6.3,1113.0,5.4,15.0,6.7,10.0,3.8,5.0,6.2,1109.0,6.2,963.0,6.4,88.0,6.1,5789.0,6.1,5154.0,6.2,455.0,5.9,3544.0,5.9,3020.0,6.4,421.0
145,tt15433754,6.6,1703.0,6.2,254.0,7.0,12.0,10.0,7.0,10.0,7.0,0.0,0.0,6.9,169.0,6.9,159.0,5.8,8.0,5.2,49.0,5.2,46.0,10.0,2.0,3.5,4.0,3.5,4.0,0.0,0.0
146,tt23490532,6.8,1711.0,8.9,18.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.0,10.0,4.0,1.0,3.0,8.4,12.0,8.4,11.0,0.0,0.0,10.0,3.0,10.0,3.0,0.0,0.0
147,tt13801462,7.3,8066.0,5.3,374.0,4.8,14.0,7.0,1.0,0.0,0.0,7.0,1.0,5.8,109.0,5.7,95.0,5.2,5.0,5.4,169.0,5.4,163.0,1.0,4.0,4.1,33.0,4.1,33.0,0.0,0.0
148,tt22207602,6.8,1212.0,6.6,332.0,6.8,367.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,44.0,5.9,13.0,6.7,29.0,6.3,246.0,5.9,107.0,6.7,136.0,7.0,353.0,6.9,180.0,7.0,164.0
149,tt7798604,6.1,17300.0,6.0,7389.0,6.4,2693.0,5.6,8.0,5.6,7.0,0.0,0.0,5.9,984.0,5.8,653.0,6.2,268.0,5.9,5082.0,5.9,3671.0,6.3,1265.0,6.3,3240.0,6.2,2341.0,6.8,819.0
150,tt15427980,7.7,2418.0,7.0,306.0,6.3,15.0,8.6,5.0,9.5,4.0,7.0,1.0,7.3,125.0,7.3,115.0,8.0,3.0,6.8,124.0,6.8,117.0,7.5,6.0,5.6,10.0,4.6,8.0,6.0,1.0
151,tt7947604,6.8,4344.0,6.6,1206.0,6.9,123.0,6.7,3.0,8.0,2.0,4.0,1.0,6.9,198.0,6.9,147.0,7.0,43.0,6.6,582.0,6.6,511.0,6.8,56.0,6.6,465.0,6.5,439.0,7.3,12.0
152,tt12264966,6.5,1637.0,6.4,957.0,6.8,123.0,7.8,7.0,7.7,3.0,6.2,4.0,6.1,128.0,6.1,99.0,6.2,21.0,6.4,453.0,6.3,392.0,6.8,45.0,6.6,444.0,6.6,388.0,7.1,42.0
153,tt14176542,6.7,11915.0,6.7,6340.0,6.7,871.0,6.9,12.0,6.9,10.0,7.0,2.0,6.9,1496.0,6.9,1248.0,6.7,160.0,6.6,3730.0,6.5,3188.0,6.8,440.0,6.7,1648.0,6.7,1426.0,6.7,185.0
154,tt15477504,7.6,3185.0,7.5,881.0,7.2,36.0,8.0,3.0,9.0,2.0,7.0,1.0,7.8,220.0,7.8,205.0,7.5,7.0,7.4,460.0,7.4,441.0,6.9,14.0,7.3,76.0,7.3,70.0,8.3,4.0
155,tt15566896,6.4,1295.0,5.6,287.0,6.6,178.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,89.0,5.2,12.0,8.8,75.0,5.6,205.0,5.5,129.0,6.1,75.0,5.6,148.0,5.7,124.0,5.8,22.0
156,tt16246218,6.7,2698.0,4.5,46.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.7,6.0,3.0,1.0,6.1,22.0,5.9,21.0,7.0,1.0,4.3,19.0,4.4,15.0,7.0,2.0
157,tt23556804,6.0,1204.0,5.9,560.0,6.3,266.0,1.0,1.0,0.0,0.0,1.0,1.0,5.9,112.0,5.9,55.0,5.9,48.0,6.0,462.0,5.8,303.0,6.3,146.0,6.1,212.0,6.0,157.0,6.8,52.0
158,tt7322224,7.4,101970.0,7.4,49586.0,7.4,11648.0,7.1,143.0,7.2,96.0,6.5,44.0,7.6,12726.0,7.6,9388.0,7.6,2703.0,7.4,33610.0,7.4,26850.0,7.4,5947.0,7.1,11311.0,7.1,9162.0,7.0,1848.0
159,tt18687124,8.0,17257.0,3.8,107.0,9.7,537.0,7.8,4.0,0.0,0.0,7.8,4.0,8.7,196.0,6.6,26.0,9.8,164.0,7.2,256.0,2.3,49.0,9.6,196.0,6.9,102.0,4.2,19.0,9.8,80.0
160,tt13560574,6.6,118208.0,6.5,55061.0,6.4,8850.0,7.1,119.0,7.0,75.0,7.2,41.0,6.8,13481.0,6.8,10460.0,6.5,2294.0,6.5,34499.0,6.5,29280.0,6.3,4401.0,6.4,11715.0,6.4,10225.0,6.2,1204.0
161,tt15516726,6.0,9840.0,5.0,496.0,6.9,12.0,10.0,1.0,10.0,1.0,0.0,0.0,6.0,149.0,6.0,135.0,8.5,4.0,4.9,220.0,4.9,209.0,6.7,5.0,4.7,29.0,4.5,25.0,1.0,2.0
162,tt12262116,7.8,58140.0,7.7,28835.0,8.1,5528.0,8.0,36.0,8.0,28.0,8.2,6.0,7.8,4564.0,7.8,3699.0,7.9,593.0,7.7,18795.0,7.7,15717.0,7.9,2587.0,7.8,8619.0,7.7,6663.0,8.3,1703.0
163,tt18280338,7.5,1569.0,3.2,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0
164,tt18372380,7.7,2605.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,tt22656762,6.9,1456.0,6.7,660.0,7.3,214.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,101.0,7.1,60.0,7.3,35.0,6.8,448.0,6.7,318.0,7.3,111.0,6.9,259.0,6.7,207.0,7.7,46.0
166,tt10196368,7.6,1309.0,7.5,698.0,8.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,53.0,7.4,37.0,8.0,12.0,7.4,364.0,7.3,275.0,7.8,78.0,7.7,465.0,7.6,355.0,8.1,100.0
167,tt11564570,7.2,357511.0,7.1,152157.0,7.2,35368.0,7.6,444.0,7.7,305.0,7.1,111.0,7.3,38708.0,7.3,28953.0,7.3,7553.0,7.1,99345.0,7.1,79447.0,7.2,17396.0,7.0,34862.0,7.0,27589.0,7.2,6306.0
168,tt12581150,6.8,1270.0,5.5,46.0,3.5,3.0,10.0,1.0,10.0,1.0,0.0,0.0,4.6,18.0,4.7,15.0,3.5,3.0,5.9,20.0,5.9,20.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0
169,tt13650600,6.2,8479.0,6.1,4434.0,6.4,835.0,6.9,8.0,6.9,5.0,3.0,3.0,6.6,695.0,6.6,539.0,6.9,120.0,6.2,2856.0,6.2,2398.0,6.3,392.0,5.8,1406.0,5.7,1147.0,6.1,221.0
170,tt13913326,7.9,1432.0,7.9,836.0,8.2,134.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,92.0,7.9,68.0,8.5,21.0,7.9,503.0,7.8,434.0,8.2,62.0,7.9,310.0,7.9,263.0,8.1,42.0
171,tt14846026,7.6,1280.0,7.5,706.0,8.0,66.0,7.7,3.0,8.0,1.0,7.0,1.0,7.2,99.0,7.1,81.0,7.7,14.0,7.5,453.0,7.4,406.0,8.1,35.0,7.9,179.0,7.9,164.0,8.6,7.0
172,tt15801594,7.4,1164.0,7.2,436.0,7.8,92.0,6.0,1.0,6.0,1.0,0.0,0.0,7.3,108.0,7.2,77.0,8.1,25.0,7.4,282.0,7.3,234.0,7.5,38.0,7.1,100.0,7.0,80.0,7.9,16.0
173,tt16233952,6.2,7320.0,5.9,1987.0,6.5,2120.0,7.0,1.0,7.0,1.0,0.0,0.0,6.1,629.0,5.9,243.0,6.3,354.0,6.1,2084.0,5.8,969.0,6.4,1060.0,6.4,1079.0,6.1,595.0,6.9,454.0
